dataset,id,group,exact,rows,bytes,hits,like_re2,rich_re2,literal_re2,chain_re2,joint_like_re2,joint_rich_re2,like_atoms,like_offered_bytes,literal_atoms,literal_offered_bytes,chain_atoms,chain_offered_bytes,trained_atoms,trained_offered_bytes,warm_rows,warm_atoms,source_warm_atoms,tail_source_atoms,tail_trained_atoms,cascade_atoms,cascade_offered_bytes,reverse_atoms,reverse_offered_bytes,chain_nodes,chain_leaves,chain_tokens,chain_literal_bytes,chain_relaxations,literal_nodes,literal_leaves,literal_relaxations,like_branches,like_tokens,like_literal_bytes,chain_cache_hits,chain_node_visits,baseline_fallback,chain_fallback,literal_fallback,ordered_re2,ordered_joint_like_re2,ordered_joint_rich_re2,position_atoms,position_visits,position_node_visits,position_cache_hits,position_peak_buffer_bytes,position_peak_memo_entries,ordered_nodes,ordered_leaves,ordered_relaxations,ordered_cascade_atoms,ordered_cascade_offered_bytes
uap,user_agent_parsers:75,user_agent_parsers,0,18213,1919759,7,7,7,7,7,7,7,109267,11517364,18236,1922053,18234,1921794,22323,2240603,1024,5120,1028,17206,17203,18265,1924828,109289,11519601,9,5,15,27,0,10,6,0,6,33,102,0,36469,0,0,0,7,7,7,25,2598,48,0,352,9,9,5,0,18265,1924828
uap,user_agent_parsers:76,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18216,1920788,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1920142,18214,1920142,1,1,10,25,0,4,3,0,1,11,25,0,18213,0,0,0,1,1,1,1,3456,1,0,768,1,1,1,0,18214,1920142
uap,user_agent_parsers:77,user_agent_parsers,0,18213,1919759,1,2,1,2,2,2,1,18213,1919759,18215,1920405,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920405,18215,1920405,1,1,10,13,0,3,2,0,1,11,13,0,18213,0,0,0,2,2,1,2,5832,2,0,768,1,1,1,0,18215,1920405
uap,user_agent_parsers:78,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18215,1920401,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920401,18215,1920401,1,1,4,17,0,3,2,0,1,5,17,0,18213,0,0,0,2,2,2,2,1932,2,0,768,1,1,1,0,18215,1920401
uap,user_agent_parsers:79,user_agent_parsers,0,18213,1919759,3,3,3,3,3,3,3,18213,1919759,36912,4553562,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1920203,18216,1920203,1,1,16,25,0,6,5,0,1,17,25,0,18213,0,0,0,3,3,3,3,6705,3,0,300,1,1,1,0,18216,1920203
uap,user_agent_parsers:80,user_agent_parsers,0,18213,1919759,3,3,3,3,3,3,3,18213,1919759,18219,1920837,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1920298,18216,1920298,1,1,10,19,0,4,3,0,1,11,19,0,18213,0,0,0,3,3,3,3,4878,3,0,362,1,1,1,0,18216,1920298
uap,user_agent_parsers:81,user_agent_parsers,0,18213,1919759,4,4,4,4,4,4,4,36423,3839119,36915,4554039,25618,2991847,29638,3300136,1024,5120,1102,24516,24518,25623,2992624,36440,3841660,8,5,26,33,0,9,6,0,2,36,56,0,51231,0,0,0,4,4,4,20,4562,32,0,380,8,8,5,0,25623,2992624
uap,user_agent_parsers:82,user_agent_parsers,0,18213,1919759,4,4,4,4,4,4,4,36423,3839161,44523,5649086,33002,4060848,34894,4197894,1024,3072,1180,31822,31822,33007,4061535,36432,3840370,5,3,13,32,0,6,4,0,2,18,45,0,58611,0,0,0,4,4,4,12,3980,20,0,332,5,5,3,0,33007,4061535
uap,user_agent_parsers:83,user_agent_parsers,1,18213,1919759,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,19,0,3,2,0,2,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
uap,user_agent_parsers:84,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18460,1942968,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919856,18214,1919856,1,1,10,19,0,5,4,0,1,11,19,0,18213,0,0,0,1,1,1,1,882,1,0,196,1,1,1,0,18214,1919856
uap,user_agent_parsers:85,user_agent_parsers,0,18213,1919759,5,5,5,5,5,5,5,36421,3839106,18223,1920583,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18218,1920171,36426,3839518,1,1,7,10,0,4,3,0,2,19,21,0,18213,0,0,0,5,5,5,5,2502,5,0,192,1,1,1,0,18218,1920171
uap,user_agent_parsers:86,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18217,1920199,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1919979,18215,1919979,1,1,7,19,0,4,3,0,1,8,19,0,18213,0,0,0,2,2,2,2,1332,2,0,230,1,1,1,0,18215,1919979
uap,user_agent_parsers:87,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,109268,11517529,18217,1920169,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1919964,109270,11517734,1,1,9,8,0,4,3,0,6,71,55,0,18213,0,0,0,2,2,2,2,1656,2,0,234,1,1,1,0,18215,1919964
uap,user_agent_parsers:88,user_agent_parsers,0,18213,1919759,0,0,0,2,0,0,0,18213,1919759,18219,1920374,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,9,11,0,5,4,0,1,9,11,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:89,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18217,1920169,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1919964,18215,1919964,1,1,7,8,0,4,3,0,1,8,8,0,18213,0,0,0,2,2,2,2,1242,2,0,234,1,1,1,0,18215,1919964
uap,user_agent_parsers:90,user_agent_parsers,0,18213,1919759,25,25,25,35,35,25,25,36404,3838037,44377,4970548,36478,3846318,20353,2087417,1024,3072,2050,34428,17281,36526,3849739,36457,3841515,5,3,15,22,0,8,6,0,2,20,32,0,72904,0,0,0,34,25,25,105,22904,175,0,234,5,5,3,0,36524,3849507
uap,user_agent_parsers:91,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,109272,11517900,54641,5759495,54641,5759495,56687,5918981,1024,5120,3073,51568,51567,54647,5760149,109280,11518772,7,5,21,29,0,7,5,0,6,69,79,0,91067,0,0,0,2,2,2,10,1500,14,0,220,7,7,5,0,54647,5760149
uap,user_agent_parsers:92,user_agent_parsers,0,18213,1919759,0,17,0,82,17,17,0,18213,1919759,18460,1942968,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18230,1922003,18230,1922003,1,1,10,10,0,5,4,0,1,12,10,0,18213,0,0,0,17,17,0,17,20349,17,0,986,1,1,1,0,18230,1922003
uap,user_agent_parsers:93,user_agent_parsers,0,18213,1919759,3,4,3,48,4,4,3,18213,1919759,18460,1942968,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18217,1920838,18217,1920838,1,1,10,10,0,5,4,0,1,12,10,0,18213,0,0,0,4,4,3,4,9747,4,0,986,1,1,1,0,18217,1920838
uap,user_agent_parsers:94,user_agent_parsers,0,18213,1919759,0,0,0,23,0,0,0,36426,3839518,18366,1936541,18216,1919950,19238,1999691,1024,2048,1026,17190,17190,18216,1919950,36426,3839518,3,2,13,11,0,6,5,0,2,30,23,0,36429,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,18216,1919950
uap,user_agent_parsers:95,user_agent_parsers,0,18213,1919759,2,2,2,11,2,2,2,36424,3839358,18366,1936541,18216,1919950,19238,1999691,1024,2048,1026,17190,17190,18218,1920110,36428,3839678,3,2,13,11,0,6,5,0,2,30,23,0,36429,0,0,0,2,2,2,4,558,6,0,162,3,3,2,0,18218,1920110
uap,user_agent_parsers:96,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,163911,17277177,54641,5759495,54639,5759277,55662,5839020,1024,4096,3072,51567,51566,54651,5760585,163917,17277831,6,4,16,28,0,7,5,0,9,96,102,0,91065,0,0,0,2,2,2,8,1440,12,0,220,6,6,4,0,54651,5760585
uap,user_agent_parsers:97,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,18213,1919759,18296,1927516,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,12,24,0,4,3,0,1,13,24,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:98,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,54635,5758777,18217,1920259,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920009,54637,5759027,1,1,7,25,0,4,3,0,3,32,77,0,18213,0,0,0,2,2,2,2,1512,2,0,252,1,1,1,0,18215,1920009
uap,user_agent_parsers:99,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,72846,7678256,18217,1920279,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920019,72848,7678516,1,1,7,7,0,4,3,0,4,44,32,0,18213,0,0,0,2,2,2,2,1572,2,0,264,1,1,1,0,18215,1920019
uap,user_agent_parsers:100,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,18213,1919759,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,10,8,0,5,4,0,1,11,8,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:101,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18217,1920303,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920031,18215,1920031,1,1,10,11,0,4,3,0,1,11,11,0,18213,0,0,0,2,2,2,2,2466,2,0,274,1,1,1,0,18215,1920031
uap,user_agent_parsers:102,user_agent_parsers,0,18213,1919759,1,2,1,3,2,2,1,18213,1919759,18220,1920479,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920019,18215,1920019,1,1,10,12,0,4,3,0,1,11,12,0,18213,0,0,0,2,2,1,2,2358,2,0,322,1,1,1,0,18215,1920019
uap,user_agent_parsers:103,user_agent_parsers,0,18213,1919759,0,2,0,3,2,2,0,36424,3839258,18220,1920479,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920019,36426,3839518,1,1,10,11,0,4,3,0,2,22,24,0,18213,0,0,0,2,2,0,2,2358,2,0,322,1,1,1,0,18215,1920019
uap,user_agent_parsers:104,user_agent_parsers,0,18213,1919759,3,3,3,3,3,3,3,145683,15356266,18219,1920275,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1920017,145686,15356524,1,1,7,11,0,4,3,0,8,82,96,0,18213,0,0,0,3,3,3,3,1566,3,0,180,1,1,1,0,18216,1920017
uap,user_agent_parsers:105,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,18213,1919759,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,7,9,0,4,3,0,1,8,9,0,18213,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18213,1919759
uap,user_agent_parsers:106,user_agent_parsers,0,18213,1919759,849,898,849,7778,7600,898,849,371401,38846186,54847,6371977,54847,6371977,47530,5297007,1024,7168,1825,53022,40362,203375,26298633,374396,39227721,12,7,27,21,0,12,7,0,21,231,209,0,111231,0,0,0,6964,898,849,45560,12768322,79889,0,986,12,12,7,0,190019,24962046
uap,user_agent_parsers:107,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,36426,3839518,18217,1920143,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18217,1920143,36428,3839710,1,1,9,21,0,4,3,0,2,23,43,0,18213,0,0,0,2,2,2,2,1552,2,0,194,1,1,1,0,18217,1920143
uap,user_agent_parsers:108,user_agent_parsers,0,18213,1919759,129,129,129,129,129,129,129,580837,61245357,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,20362,2120060,580966,61257458,1,1,3,10,0,1,1,0,32,212,432,0,18213,0,0,0,129,129,129,129,24460,129,0,338,1,1,1,0,20362,2120060
uap,user_agent_parsers:109,user_agent_parsers,0,18213,1919759,12,12,12,12,12,12,12,18213,1919759,18934,1995406,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18225,1921234,18225,1921234,1,1,13,25,0,6,5,0,1,14,25,0,18213,0,0,0,12,12,12,12,17844,12,0,424,1,1,1,0,18225,1921234
uap,user_agent_parsers:110,user_agent_parsers,0,18213,1919759,19,19,19,25,19,19,19,18213,1919759,19237,2026610,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18232,1922108,18232,1922108,1,1,11,17,0,5,4,0,1,11,17,0,18213,0,0,0,19,19,19,19,23680,19,0,424,1,1,1,0,18232,1922108
uap,user_agent_parsers:111,user_agent_parsers,0,18213,1919759,5,5,5,25,5,5,5,36426,3839518,18263,1925479,18223,1920619,21295,2160175,1024,4096,1024,17199,17199,18233,1921479,36441,3840808,6,4,18,17,0,4,3,0,2,24,33,0,36441,0,0,0,5,5,5,20,2465,30,0,280,6,6,4,0,18233,1921479
uap,user_agent_parsers:112,user_agent_parsers,1,18213,1919759,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,10,0,1,1,0,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:113,user_agent_parsers,0,18213,1919759,97,99,99,99,99,99,99,36421,3838603,19090,2013551,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18406,1943244,36520,3850803,1,1,11,18,0,6,5,0,2,27,37,0,18213,0,0,0,99,99,99,99,122990,99,0,524,1,1,1,0,18406,1943244
uap,user_agent_parsers:114,user_agent_parsers,0,18213,1919759,372,372,372,375,372,372,372,18213,1919759,25480,3004263,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18585,1979401,18585,1979401,1,1,13,19,0,5,4,0,1,14,19,0,18213,0,0,0,372,372,372,372,720168,372,0,376,1,1,1,0,18585,1979401
uap,user_agent_parsers:115,user_agent_parsers,0,18213,1919759,563,563,563,566,563,563,563,18213,1919759,23584,2705108,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18776,2008614,18776,2008614,1,1,13,12,0,5,4,0,1,14,12,0,18213,0,0,0,563,563,563,563,1073016,563,0,376,1,1,1,0,18776,2008614
uap,user_agent_parsers:116,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,36426,3839518,18217,1920283,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18217,1920283,36428,3839780,1,1,7,5,0,4,3,0,2,19,11,0,18213,0,0,0,2,2,2,2,1584,2,0,298,1,1,1,0,18217,1920283
uap,user_agent_parsers:117,user_agent_parsers,0,18213,1919759,3,3,3,6,3,3,3,36426,3839518,18225,1921531,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18219,1920577,36429,3839927,1,1,7,5,0,4,3,0,2,19,11,0,18213,0,0,0,3,3,3,3,2472,3,0,298,1,1,1,0,18219,1920577
uap,user_agent_parsers:118,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18214,1919904,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919904,18214,1919904,1,1,10,6,0,3,2,0,1,11,6,0,18213,0,0,0,1,1,1,1,1314,1,0,292,1,1,1,0,18214,1919904
uap,user_agent_parsers:119,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18215,1920045,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920045,18215,1920045,1,1,10,6,0,3,2,0,1,11,6,0,18213,0,0,0,2,2,2,2,2592,2,0,288,1,1,1,0,18215,1920045
uap,user_agent_parsers:120,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,22452,2526308,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919894,18214,1919894,1,1,13,12,0,4,3,0,1,14,12,0,18213,0,0,0,1,1,1,1,1632,1,0,272,1,1,1,0,18214,1919894
uap,user_agent_parsers:121,user_agent_parsers,0,18213,1919759,9,9,9,9,9,9,9,72833,7676537,36530,3849376,36521,3848227,20734,2139675,1024,3072,2120,34401,17662,36538,3850324,72855,7679309,5,3,13,10,0,6,4,0,4,38,30,0,72947,0,0,0,9,9,9,27,10092,45,0,272,5,5,3,0,36538,3850324
uap,user_agent_parsers:122,user_agent_parsers,1,18213,1919759,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,0,1,1,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:123,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18215,1919957,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919858,18214,1919858,1,1,10,10,0,4,3,0,1,11,10,0,18213,0,0,0,1,1,1,1,900,1,0,200,1,1,1,0,18214,1919858
uap,user_agent_parsers:124,user_agent_parsers,0,18213,1919759,2,3,2,4,3,3,2,145683,15355860,18668,1969603,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1920075,145686,15356176,1,1,10,18,0,6,5,0,8,113,152,0,18213,0,0,0,3,3,2,3,2871,3,0,228,1,1,1,0,18216,1920075
uap,user_agent_parsers:125,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,36426,3839518,18460,1942968,18291,1928877,20261,2079463,1024,3072,1044,17247,17189,18291,1928877,36426,3839518,4,3,15,21,0,5,4,0,2,24,45,0,36504,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,18291,1928877
uap,user_agent_parsers:126,user_agent_parsers,0,18213,1919759,0,0,0,0,0,0,0,54639,5759277,18460,1942968,18288,1926807,19237,1999611,1024,2048,1039,17249,17189,18288,1926807,54639,5759277,3,2,10,20,0,5,4,0,3,35,62,0,36501,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,18288,1926807
uap,user_agent_parsers:127,user_agent_parsers,0,18213,1919759,1,1,1,3,1,1,1,36426,3839518,18222,1920608,18214,1919852,19237,1999611,1024,2048,1025,17189,17189,18216,1920038,36428,3839704,3,2,10,15,0,5,4,0,2,21,31,0,36427,0,0,0,1,1,1,2,594,3,0,188,3,3,2,0,18216,1920038
uap,user_agent_parsers:128,user_agent_parsers,1,18213,1919759,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,0,1,1,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:129,user_agent_parsers,0,18213,1919759,4,4,4,4,4,4,4,72844,7678404,36432,3840092,36428,3839736,37451,3919479,1024,3072,2049,34379,34379,36436,3840528,72854,7679334,5,3,13,18,0,6,4,0,4,38,42,0,72854,0,0,0,4,4,4,12,1932,20,0,220,5,5,3,0,36436,3840528
uap,user_agent_parsers:130,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18217,1920163,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1919961,18215,1919961,1,1,10,12,0,4,3,0,1,11,12,0,18213,0,0,0,2,2,2,2,1836,2,0,204,1,1,1,0,18215,1919961
uap,user_agent_parsers:131,user_agent_parsers,1,18213,1919759,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,0,3,2,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:132,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18217,1920323,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920041,18215,1920041,1,1,10,16,0,4,3,0,1,11,16,0,18213,0,0,0,2,2,2,2,2556,2,0,284,1,1,1,0,18215,1920041
uap,user_agent_parsers:133,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18215,1920026,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920026,18215,1920026,1,1,7,9,0,3,2,0,1,8,9,0,18213,0,0,0,2,2,2,2,1614,2,0,280,1,1,1,0,18215,1920026
uap,user_agent_parsers:134,user_agent_parsers,0,18213,1919759,3,3,3,3,3,3,3,18213,1919759,18220,1920111,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1919978,18216,1919978,1,1,6,19,0,3,2,0,1,6,19,0,18213,0,0,0,3,3,3,3,1110,3,0,148,1,1,1,0,18216,1919978
uap,user_agent_parsers:135,user_agent_parsers,1,18213,1919759,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,0,1,1,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:136,user_agent_parsers,1,18213,1919759,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,20,0,1,1,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:137,user_agent_parsers,1,18213,1919759,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,16,0,1,1,0,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:138,user_agent_parsers,0,18213,1919759,4,4,4,22,4,4,4,18213,1919759,37400,4697446,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18217,1920199,18217,1920199,1,1,13,17,0,6,5,0,1,14,17,0,18213,0,0,0,4,4,4,4,5328,4,0,222,1,1,1,0,18217,1920199
uap,user_agent_parsers:139,user_agent_parsers,1,18213,1919759,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,12,0,1,1,0,1,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,user_agent_parsers:140,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18215,1920091,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919925,18214,1919925,1,1,13,17,0,4,3,0,1,14,17,0,18213,0,0,0,1,1,1,1,2004,1,0,334,1,1,1,0,18214,1919925
uap,user_agent_parsers:141,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18217,1920361,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919884,18214,1919884,1,1,13,7,0,4,3,0,1,14,7,0,18213,0,0,0,1,1,1,1,1512,1,0,252,1,1,1,0,18214,1919884
uap,user_agent_parsers:142,user_agent_parsers,0,18213,1919759,4,4,4,4,4,4,4,36424,3839193,18221,1920951,18217,1920355,19241,2000207,1024,2048,1024,17193,17193,18223,1921222,36432,3840385,3,2,13,8,0,4,3,0,2,22,29,0,36430,0,0,0,4,4,4,8,2361,12,0,332,3,3,2,0,18223,1921222
uap,user_agent_parsers:143,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,72849,7678613,18215,1920049,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18218,1920496,72851,7678903,1,1,4,12,0,3,2,0,4,32,52,0,18213,0,0,0,2,2,2,2,876,2,0,300,1,1,1,0,18218,1920496
uap,user_agent_parsers:144,user_agent_parsers,0,18213,1919759,4,4,4,68,67,4,4,72845,7678046,46473,5314281,46405,5301602,48700,5451086,1024,4096,1725,44680,44604,46666,5350888,72858,7679811,7,4,19,17,0,8,5,0,4,50,44,0,96887,0,0,0,45,4,4,260,115291,461,0,554,7,7,4,0,46578,5335776
uap,user_agent_parsers:145,user_agent_parsers,0,18213,1919759,8,8,8,11,9,8,8,582610,61404890,18224,1921115,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18295,1927785,582618,61405945,1,1,7,5,0,3,2,0,32,336,336,0,18213,0,0,0,9,8,8,9,6696,9,0,296,1,1,1,0,18295,1927785
uap,user_agent_parsers:146,user_agent_parsers,0,18213,1919759,2,9,2,9,9,9,2,72825,7675502,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18222,1920937,72834,7676680,1,1,3,5,0,1,1,0,4,12,24,0,18213,0,0,0,9,9,2,9,2374,9,0,296,1,1,1,0,18222,1920937
uap,user_agent_parsers:147,user_agent_parsers,0,18213,1919759,23,23,23,23,23,23,23,36407,3836867,18259,1925741,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18240,1923090,36430,3839858,1,1,7,6,0,4,3,0,2,19,13,0,18213,0,0,0,23,23,23,23,18084,23,0,326,1,1,1,0,18240,1923090
uap,user_agent_parsers:148,user_agent_parsers,0,18213,1919759,19,19,19,19,19,19,19,36421,3838849,18251,1925017,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18246,1924348,36440,3841478,1,1,7,8,0,4,3,0,2,19,17,0,18213,0,0,0,19,19,19,19,15888,19,0,326,1,1,1,0,18246,1924348
uap,user_agent_parsers:149,user_agent_parsers,0,18213,1919759,1,1,1,1,1,1,1,18213,1919759,18537,1953680,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919914,18214,1919914,1,1,9,20,0,5,4,0,1,10,20,0,18213,0,0,0,1,1,1,1,1248,1,0,312,1,1,1,0,18214,1919914
uap,user_agent_parsers:150,user_agent_parsers,0,18213,1919759,7,7,7,14,14,7,7,291319,30703345,18250,1924936,18250,1924936,21311,2162979,1024,4096,1027,17223,17215,18385,1943497,291342,30706742,7,4,13,8,0,7,4,0,16,152,120,0,54690,0,0,0,7,7,7,49,5668,91,0,330,7,7,4,0,18273,1928537
uap,user_agent_parsers:151,user_agent_parsers,0,18213,1919759,7,7,7,7,7,7,7,36419,3838424,18227,1921947,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18220,1920853,36426,3839518,1,1,7,15,0,4,3,0,2,19,31,0,18213,0,0,0,7,7,7,7,6606,7,0,328,1,1,1,0,18220,1920853
uap,user_agent_parsers:152,user_agent_parsers,0,18213,1919759,11,11,11,11,11,11,11,18213,1919759,18235,1923137,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18224,1921448,18224,1921448,1,1,7,16,0,4,3,0,1,8,16,0,18213,0,0,0,11,11,11,11,10200,11,0,344,1,1,1,0,18224,1921448
uap,user_agent_parsers:153,user_agent_parsers,0,18213,1919759,4,4,4,4,4,4,4,36423,3839061,18221,1920927,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18218,1920470,36427,3839645,1,1,7,14,0,4,3,0,2,19,29,0,18213,0,0,0,4,4,4,4,3528,4,0,342,1,1,1,0,18218,1920470
uap,user_agent_parsers:154,user_agent_parsers,0,18213,1919759,3,3,3,3,3,3,3,36423,3839118,18219,1920559,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1920159,36426,3839518,1,1,7,17,0,4,3,0,2,19,35,0,18213,0,0,0,3,3,3,3,2418,3,0,302,1,1,1,0,18216,1920159
uap,user_agent_parsers:155,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,36424,3839224,18217,1920347,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920053,36426,3839518,1,1,7,11,0,4,3,0,2,19,23,0,18213,0,0,0,2,2,2,2,1776,2,0,348,1,1,1,0,18215,1920053
uap,user_agent_parsers:156,user_agent_parsers,0,18213,1919759,2,2,2,2,2,2,2,18213,1919759,18217,1920423,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18215,1920091,18215,1920091,1,1,13,13,0,4,3,0,1,14,13,0,18213,0,0,0,2,2,2,2,4008,2,0,342,1,1,1,0,18215,1920091
